Study,Reason for dropping,Qty,# People,Phase,Arm/Group Title,Radiation,Randomized,Neo,Neo Drug,Neo Drug Dosage,Neo Drug Dosage Unit,Surgery,Concomitant,Concomitant Drug,Concomitant Drug Dosage,Concomitant Drug Dose Unit,IV for Concomitant Drug,Duration of IV for Concomitant Drug,Concomitant Temodal2, Concomitant Temodal Dose,Concomitant Temodal Dose Unit,Adjuvant,Adjuvant TEM,Adjuvant TEM 1 Dosage,Adjuvant TEM 1 dosage unit,Adjuvant TEM 2 Dosage,Adjuvant TEM 2 doage unit,Adjuvant Drug 1,Adjuvant Drug 1 dosage,Adjuvant Drug 1 Dosage Unit,IV for Adjuvant Drug 1,Duration of IV for Adjuvant Drug 1,Adjuvant Drug 2,Adjuvant Drug 2 dosage,Adjuvant Drug 2 Dosage Unit,IV for Adjuvant Drug 2,Duration of IV for Adjuvant Drug 2,SOC,Recurrent,Methylated,Treatment Drug 1,Treatment Drug 1 Dose,Treatment Drug 1 Dose Unit,IV for Treatment Drug 1,Duration of IV for Treatment Drug 1,Oral Injection,Duration of Oral Injection,Treatment Drug 2,Dose for Treatment drug 2,Dosage Unit for Treatment Drug 2,IV for treatment drug 2,Duration of IV for Treatment Drug 2,Universal IV,Overall Survival (months),IV for Adjuvant All Phases
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Study drug no longer required,5,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Lost to Follow-up,2,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Abnormal laboratory value(s),0,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Protocol Violation,0,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Suspected progression of disease,44,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,None,7,120,3,Imatinib Mesylate + Hydroxyurea (HU),FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Imatinib Mesylate,600,mg,FALSE,,,,Hydroxyurea,1000,mg,FALSE,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Unsatisfactory therapeutic effect,26,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Adverse Event,20,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Withdrawal by Subject,10,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Death,13,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Study drug no longer required,3,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Lost to Follow-up,1,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Abnormal laboratory value(s),2,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Protocol Violation,1,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,Suspected progression of disease,30,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,None,14,120,3,Hydroxyurea Alone,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,Hydroxyurea,1500,mg,FALSE,,,,,,,,,FALSE,,
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,None,309,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Protocol Violation,8,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Death,0,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Physician Decision,0,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Insufficient tissue,0,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Disease Progression,0,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Patient Refusal,0,317,3,Randomized Arm 1: TMZ+RT + Placebo,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Placebo,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,16.1,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,None,312,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Protocol Violation,8,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Death,0,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Physician Decision,0,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Insufficient tissue,0,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Disease Progression,0,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma,Patient Refusal,0,320,3,Randomized Arm 2: TMZ+RT + Bevacizumab,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,75,mg/m2,TRUE,TRUE,75,mg/m2,,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,TRUE,FALSE,,,,,,,,,,,,,,TRUE,15.7,TRUE
Vaccine Therapy With Bevacizumab Versus Bevacizumab Alone in Treating Patients With Recurrent Glioblastoma Multiforme That Can Be Removed by Surgery,None,29,29,2,"Arm 1, HSPPC-96 + Concomitant Bevacizumab",FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,HSPPC-96,0.4,mL,FALSE,,TRUE,0.5,Bevacizumab,10,mg/kg,TRUE,1,TRUE,6.6,
Vaccine Therapy With Bevacizumab Versus Bevacizumab Alone in Treating Patients With Recurrent Glioblastoma Multiforme That Can Be Removed by Surgery,None,30,30,2,"Arm 2, HSPPC-96 With Bevacizumab at Progression",FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,HSPPC-96,0.4,mL,FALSE,,TRUE,0.5,Bevacizumab,10,mg/kg,TRUE,1,TRUE,9.2,
Vaccine Therapy With Bevacizumab Versus Bevacizumab Alone in Treating Patients With Recurrent Glioblastoma Multiforme That Can Be Removed by Surgery,None,31,31,2,"Arm 3, Bevacizumab",FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,Bevacizumab,10,mg/kg,TRUE,1,,,,,,,,TRUE,10.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,0,8,1,Phase I: Dose Level 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,20,mg,FALSE,,,,Temozolomide,60,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,8,8,1,Phase I: Dose Level 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,20,mg,FALSE,,,,Temozolomide,60,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,1,7,1,Phase I: Dose Level 2a,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,60,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,6,7,1,Phase I: Dose Level 2a,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,60,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,0,9,1,Phase I: Dose Level 2b,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,20,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,9,9,1,Phase I: Dose Level 2b,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,20,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,0,8,1,Phase I: Dose Level 3,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,8,8,1,Phase I: Dose Level 3,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,2,75,2,Phase II: Arm 1/BEV-NAIVE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,10.3,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,73,75,2,Phase II: Arm 1/BEV-NAIVE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,10.3,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,3,76,2,Phase II: Arm 2/BEV-NAIVE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,150,mg,FALSE,,FALSE,10.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,73,76,2,Phase II: Arm 2/BEV-NAIVE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,150,mg,FALSE,,FALSE,10.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,4,36,2,Phase II: Arm 1/BEV-FAILURE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,4.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,32,36,2,Phase II: Arm 1/BEV-FAILURE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,75,mg,FALSE,,FALSE,4.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,Protocol Violation,1,38,2,Phase II: Arm 2/BEV-FAILURE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,150,mg,FALSE,,FALSE,4.7,
Veliparib and Temozolomide in Treating Patients With Recurrent Glioblastoma,None,37,38,2,Phase II: Arm 2/BEV-FAILURE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,ABT-888,40,mg,FALSE,,,,Temozolomide,150,mg,FALSE,,FALSE,4.7,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Protocol Violation,0,12,1,"Phase I, Dose Level 0",TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Cancel prior to treatment,0,12,1,"Phase I, Dose Level 0",TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",None,12,12,1,"Phase I, Dose Level 0",TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Protocol Violation,0,3,1,"Phase I, Dose Level 1",TRUE,FALSE,,,,,,TRUE,Vorinostat,400,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Cancel prior to treatment,0,3,1,"Phase I, Dose Level 1",TRUE,FALSE,,,,,,TRUE,Vorinostat,400,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",None,3,3,1,"Phase I, Dose Level 1",TRUE,FALSE,,,,,,TRUE,Vorinostat,400,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,500,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Protocol Violation,1,110,2,Phase II,TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,400,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",Cancel prior to treatment,2,110,2,Phase II,TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,400,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
"Vorinostat, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",None,107,110,2,Phase II,TRUE,FALSE,,,,,,TRUE,Vorinostat,300,mg,FALSE,,TRUE,75,mg/m2,TRUE,TRUE,150,mg/m2,,,Vorinostat,400,mg,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,FALSE,,
